"transcript","gene","bp","all","synonymous","missense","nonsense","splice-site","frame-shift","F","M","P_LGDS","P_MISSENSE","P_SYNONYMOUS"
"NM_005459","GUCA1C",630,-5.1404,-5.6815,-5.3193,-6.6859,-6.8716,-6.399,2,2,7.39535573218E-07,0.000004794,2.08209240522E-06
"NM_001184","ATR",7935,-4.0166,-4.6147,-4.1864,-5.3169,-5.6903,-5.2988,2,2,1.188665568E-05,6.51028498435E-05,2.42828691704E-05
"NM_015720","PODXL2",1818,-4.6769,-5.2098,-4.8517,-6.2664,-6.5767,-5.9387,2,2,1.95813055624E-06,1.40701912289E-05,6.16879019746E-06
"NM_001080415","U2SURP",3090,-4.4221,-5.0253,-4.5821,-5.6571,-99,-5.7084,2,2,4.15946062036E-06,2.6175802187E-05,9.43408967323E-06
"NM_003500","ACOX2",2046,-4.4749,-5.017,-4.6509,-6.028,-6.2333,-5.8874,2,2,2.81793334664E-06,2.23408658106E-05,9.61612278384E-06
"NM_004803","SLC22A14",1785,-4.5786,-5.0874,-4.7676,-6.1372,-6.4142,-5.9467,2,2,0.000002245,1.70765447281E-05,8.17711301253E-06
"NM_004256","SLC22A13",1656,-4.5638,-5.085,-4.7442,-6.2939,-6.2781,-5.9793,2,2,2.08420262108E-06,1.80218761166E-05,8.22242649947E-06
"NM_173657","C3ORF33",756,-5.0407,-5.6863,-5.1923,-6.2175,-99,-6.3198,2,2,1.08488876091E-06,6.4224391767E-06,2.05920697208E-06
"NM_015931","C3ORF32",1062,-4.7568,-5.279,-4.9416,-6.3268,-6.5048,-6.1722,2,2,1.45661301099E-06,1.14393144954E-05,5.26017266391E-06
"NM_152539","C3ORF30",1611,-4.6873,-5.2314,-4.863,-6.0695,-7.053,-5.9912,2,2,1.9610995043E-06,1.37088176616E-05,5.86948503948E-06
"NM_001006109","C3ORF37",1065,-4.8264,-5.4438,-4.9895,-6.0841,-6.6468,-6.171,2,2,0.000001724,1.02447178031E-05,3.59915044E-06
"NM_025041","C3ORF36",498,-5.1159,-5.5914,-5.3165,-6.8356,-6.9526,-6.5011,2,2,0.000000573,0.000004825,2.56212314683E-06
"NM_178342","C3ORF35",360,-5.5578,-6.1783,-5.7124,-6.7813,-99,-6.642,2,2,3.93496866505E-07,1.93909907861E-06,6.63284731255E-07
"NM_032806","C3ORF39",1743,-4.4829,-5.0197,-4.6494,-6.0581,-7.6592,-5.957,2,2,2.0007788993E-06,2.24181618361E-05,9.55652499429E-06
"NM_173824","C3ORF38",990,-4.8757,-5.476,-5.0373,-6.1606,-7.0509,-6.2027,2,2,1.40686328354E-06,0.000009177,0.000003342
"NM_207335","KBTBD12",1872,-4.6435,-5.2402,-4.8044,-5.8949,-99,-5.926,2,2,2.45956509787E-06,1.56891711261E-05,5.75174998462E-06
"NM_203314","BDH1",1032,-4.7017,-5.2367,-4.8771,-6.2534,-6.6451,-6.1846,2,2,1.43810073811E-06,1.32708884905E-05,5.79829089866E-06
"NM_138805","FAM3D",675,-4.941,-5.4804,-5.1387,-6.4128,-6.3222,-6.369,2,2,1.29031946549E-06,7.26607706939E-06,3.30826278856E-06
"NM_015933","CCDC72",195,-5.4923,-5.9512,-5.6985,-7.0799,-99,-6.9083,2,2,2.06704927985E-07,2.00216562159E-06,1.11892248196E-06
"NM_022903","CCDC71",1404,-4.668,-5.3023,-4.8124,-5.9789,-7.6595,-6.0509,2,2,1.96109282839E-06,1.54028114807E-05,4.98539989264E-06
"NM_023943","TMEM108",1728,-4.5724,-5.0981,-4.7481,-6.1042,-6.8941,-5.9608,2,2,2.00875818615E-06,1.78607626824E-05,7.97810963354E-06
"NM_014831","TRANK1",8778,-4.007,-4.5577,-4.1721,-5.4665,-99,-5.2549,2,2,8.9761822438E-06,6.72821715522E-05,2.76885364129E-05
"NM_001040432","ZCWPW2",1071,-4.9283,-5.5006,-5.1077,-6.3024,-6.5025,-6.1685,2,2,1.49125997193E-06,7.80368984178E-06,3.15791182863E-06
"NM_144718","SPICE1",2568,-4.4701,-5.0682,-4.6362,-5.8273,-6.1491,-5.7887,2,2,3.82441905221E-06,0.00002311,8.54673030767E-06
"NM_003071","HLTF",3030,-4.436,-5.0413,-4.6036,-5.8003,-5.9836,-5.7169,2,2,4.54139380142E-06,2.49115069656E-05,9.09284943853E-06
"NM_017541","CRYGS",537,-5.0934,-5.7469,-5.2347,-6.4641,-7.0438,-6.4683,2,2,7.7405854667E-07,5.82505459342E-06,0.000001791
"NM_001017395","TMCC1",1962,-4.5718,-5.1452,-4.7344,-5.977,-6.8793,-5.9056,2,2,2.4292216579E-06,1.84331687951E-05,7.15813689911E-06
"NM_178177","NMNAT3",648,-4.9914,-5.5236,-5.1812,-6.2972,-7.0408,-6.3867,2,2,1.00594974575E-06,6.58870404334E-06,0.000002995
"NM_020873","LRRN1",2151,-4.5268,-5.0556,-4.6992,-6.0404,-7.7234,-5.8657,2,2,2.29246270816E-06,1.99894111124E-05,8.79832499442E-06
"NM_014079","KLF15",1251,-4.6698,-5.1726,-4.8483,-6.3731,-7.3573,-6.1011,2,2,1.25978811076E-06,1.41807760997E-05,6.72047546628E-06
"NM_000158","GBE1",2109,-4.5175,-5.0525,-4.6904,-5.9699,-7.5903,-5.8742,2,2,2.43343240165E-06,2.03985830027E-05,8.86135223659E-06
"NM_020357","PCNP",537,-5.245,-5.8459,-5.4185,-6.5463,-6.8234,-6.4683,2,2,7.74598631287E-07,0.000003815,1.42593588968E-06
"NM_001204890","ISY1-RAB43",996,-4.803,-5.3917,-5.0003,-6.0128,-6.1551,-6.2001,2,2,2.30144995442E-06,9.99309463003E-06,4.05788747592E-06
"NM_014043","CHMP2B",642,-5.0745,-5.6963,-5.2531,-6.226,-6.6678,-6.3908,2,2,1.2158046864E-06,5.58341617026E-06,2.01233369877E-06
"NM_033254","BOC",3345,-4.224,-4.7407,-4.4074,-5.8126,-6.0797,-5.6739,2,2,4.49075947943E-06,3.91381235612E-05,1.81677020982E-05
"NM_024947","PHC3",2988,-4.4189,-5.011,-4.576,-5.7422,-99,-5.7229,2,2,3.70328552876E-06,2.65460556198E-05,9.74989637717E-06
"NM_014245","RNF7",342,-5.2122,-5.6937,-5.4223,-6.6703,-7.044,-6.6643,2,2,5.20634244624E-07,3.78181256111E-06,2.02441711359E-06
"NM_018297","NGLY1",1965,-4.6272,-5.2235,-4.806,-5.8295,-6.311,-5.905,2,2,0.000003214,1.56314764264E-05,5.97723044689E-06
"NM_015938","NMD3",1512,-4.7085,-5.3331,-4.8736,-6.0415,-6.2112,-6.0188,2,2,2.48139491455E-06,1.3378271336E-05,4.64408328941E-06
"NM_022899","ACTR8",1875,-4.6056,-5.1901,-4.7901,-5.7967,-6.2913,-5.9253,2,2,0.000003296,1.62143670477E-05,6.45505578769E-06
"NM_018133","MSL2",1734,-4.6258,-5.1845,-4.7901,-6.0659,-7.3481,-5.9593,2,2,2.00232248213E-06,1.62143670477E-05,6.53882930005E-06
"NM_015429","ABI3BP",3228,-4.4199,-5.0041,-4.58,-5.746,-99,-5.6894,2,2,3.83929428613E-06,2.6302679919E-05,0.000009906
"NM_000404","GLB1",2034,-4.5288,-5.0937,-4.7054,-6.0295,-6.0622,-5.89,2,2,3.08914163693E-06,1.97060690399E-05,8.05934969113E-06
"NM_032487","ACTRT3",1119,-4.7775,-5.2885,-4.9545,-6.4237,-7.3436,-6.1495,2,2,1.13105690371E-06,1.11045253533E-05,5.14635807014E-06
"NM_153635","CPNE9",1662,-4.5183,-5.068,-4.7052,-6.079,-5.9246,-5.9777,2,2,0.000003076,1.971514611E-05,8.55066712885E-06
"NM_130808","CPNE4",1674,-4.6262,-5.1738,-4.8098,-6.1703,-6.1264,-5.9746,2,2,2.48332662659E-06,1.54953003958E-05,6.70193173724E-06
"NM_001039617","ZDHHC19",930,-4.8514,-5.381,-5.0395,-6.5171,-6.3298,-6.2298,2,2,1.36108397288E-06,9.13061435293E-06,4.15910610494E-06
"NM_005051","QARS",2328,-4.4155,-5.0071,-4.5835,-5.8443,-5.984,-5.8313,2,2,3.94341483968E-06,2.60915572301E-05,9.83784554914E-06
"NM_016474","C3ORF19",1404,-4.6833,-5.2861,-4.855,-5.9502,-6.3515,-6.0509,2,2,2.45605121514E-06,1.39636836106E-05,5.17487662293E-06
"NM_016210","C3ORF18",489,-5.0854,-5.5878,-5.2704,-6.9425,-6.8712,-6.509,2,2,5.58422330898E-07,5.3653739952E-06,2.58344963926E-06
"NM_033364","C3ORF15",2304,-4.4812,-5.0872,-4.6424,-5.9099,-6.0869,-5.8358,2,2,3.50869157538E-06,2.27824276625E-05,8.18087957946E-06
"NM_020685","C3ORF14",387,-5.3431,-6.0264,-5.4999,-6.5488,-6.8797,-6.6106,2,2,6.59666880399E-07,0.000003163,0.000000941
"NM_015412","C3ORF17",1704,-4.6662,-5.2334,-4.8355,-6.1292,-6.4477,-5.9668,2,2,2.17881819991E-06,1.46049474944E-05,5.84251720536E-06
"NM_001136049","LMLN",2079,-4.5099,-5.0696,-4.6947,-5.8219,-6.1746,-5.8805,2,2,3.49265369658E-06,2.01976108344E-05,8.51922326429E-06
"NM_020390","EIF5A2",462,-5.1874,-5.7566,-5.3624,-6.596,-6.8879,-6.5337,2,2,6.75579551443E-07,4.34110209707E-06,1.75145909941E-06
"NM_001647","APOD",570,-5.041,-5.5069,-5.2521,-6.6266,-6.8593,-6.4424,2,2,7.35603574169E-07,5.59628727382E-06,3.11243291877E-06
"NM_001256964","CCDC51",1236,-4.735,-5.3243,-4.9048,-5.9546,-7.0418,-6.1063,2,2,1.98390939856E-06,1.24508786392E-05,4.73914503624E-06
"NM_001017928","CCDC58",435,-5.1919,-5.7318,-5.3945,-6.4661,-6.7435,-6.5598,2,2,0.000000798,4.03180946443E-06,1.85438540285E-06
"NM_014703","VPRBP",4365,-4.2362,-4.8177,-4.3931,-5.6263,-99,-5.5583,2,2,5.12931691224E-06,4.0448274538E-05,0.000015216
"NM_001134438","PHLDB2",3762,-4.312,-4.9133,-4.4723,-5.6682,-6.1751,-5.6229,2,2,5.19789971462E-06,3.37054399293E-05,1.2209559623E-05
"NM_080862","SPSB4",822,-5.0206,-5.5058,-5.2209,-6.6601,-6.7837,-6.2834,2,2,0.000000904,6.0131217879E-06,3.1203262166E-06
"NM_000688","ALAS1",1923,-4.5555,-5.1423,-4.7171,-5.9875,-6.4033,-5.9143,2,2,2.64244197349E-06,1.91822700173E-05,7.20609527789E-06
"NM_004391","CYP8B1",1506,-4.6537,-5.2275,-4.8086,-6.1559,-7.6589,-6.0205,2,2,1.67422003844E-06,1.55381746988E-05,5.92243086876E-06
"NM_144715","EFHB",2502,-4.5242,-5.1272,-4.6817,-5.7908,-99,-5.8,2,2,3.2037185551E-06,2.08113378698E-05,7.46105085193E-06
"NM_014429","MORC1",2955,-4.4481,-5.0131,-4.6333,-5.8612,-5.8916,-5.7278,2,2,4.53163140307E-06,2.32648362452E-05,9.70286524793E-06
"NM_024524","ATP13A3",3681,-4.3247,-4.9171,-4.4925,-5.763,-5.8795,-5.6323,2,2,5.37745992685E-06,3.2173625327E-05,1.21031941512E-05
"NM_198505","ATP13A5",3657,-4.3307,-4.8952,-4.5103,-5.7452,-5.8925,-5.6352,2,2,5.3952254857E-06,3.08816146918E-05,1.27291674619E-05
"NM_032279","ATP13A4",3591,-4.3208,-4.874,-4.5017,-5.797,-5.887,-5.6431,2,2,5.16763204876E-06,3.14992345278E-05,0.000013366
"NM_001080460","LRRIQ4",1683,-4.6078,-5.105,-4.7922,-6.1759,-99,-5.9722,2,2,1.73306537347E-06,1.61361528839E-05,7.8523563461E-06
"NM_022149","MAGEF1",924,-4.7605,-5.285,-4.9336,-6.3184,-7.667,-6.2326,2,2,1.08725344411E-06,0.000011652,0.000005188
"NM_007275","TUSC2",333,-5.347,-5.8858,-5.5278,-6.9078,-7.0576,-6.6759,2,2,4.22142051107E-07,2.96619705927E-06,1.30076846614E-06
"NM_173799","TIGIT",735,-4.9888,-5.4725,-5.1905,-6.4999,-6.9647,-6.332,2,2,8.90354274345E-07,6.44911319868E-06,0.000003369
"NM_139248","LIPH",1356,-4.7533,-5.2784,-4.9453,-6.2069,-6.397,-6.0661,2,2,1.8806944778E-06,1.13422704871E-05,5.26744488332E-06
"NM_020409","MRPL47",753,-5.0104,-5.6183,-5.192,-6.1892,-6.5708,-6.3215,2,2,1.39248261602E-06,6.42687717317E-06,2.40824129983E-06
"NM_138786","TM4SF18",606,-5.1089,-5.6825,-5.2784,-6.6172,-6.7487,-6.4158,2,2,8.03679904517E-07,5.26744488332E-06,2.07730372557E-06
"NM_138461","TM4SF19",630,-5.0263,-5.5472,-5.2222,-6.5179,-6.5938,-6.399,2,2,9.57284224887E-07,5.99514925848E-06,2.83661241931E-06
"NM_002292","LAMB2",5397,-4.028,-4.6432,-4.1806,-5.5017,-5.7276,-5.4662,2,2,8.44054926295E-06,6.59781296514E-05,2.2740499509E-05
"NM_003157","NEK4",2526,-4.5357,-5.1521,-4.7073,-5.7342,-6.2222,-5.7959,2,2,4.04360726251E-06,0.00001962,7.04530826071E-06
"NM_003707","RUVBL1",1371,-4.6745,-5.2101,-4.8644,-6.0612,-6.3549,-6.0613,2,2,2.17859286472E-06,1.36646968074E-05,6.1645304196E-06
"NM_014373","GPR160",1017,-4.9816,-5.5854,-5.132,-6.3832,-7.5485,-6.191,2,2,1.08625967144E-06,0.000007379,2.59776583023E-06
"NM_016589","TIMMDC1",858,-4.87,-5.4659,-5.0429,-6.1388,-6.5799,-6.2648,2,2,0.000001533,9.05941177549E-06,3.42058195257E-06
"NM_022461","AZI2",1179,-4.8892,-5.4717,-5.075,-6.0779,-6.5698,-6.1268,2,2,1.85186549372E-06,0.000008414,3.37520378968E-06
"NM_001080528","LOC646498",615,-5.1321,-5.6745,-5.3063,-6.5436,-7.786,-6.4094,2,2,0.000000692,4.93969347169E-06,2.11592368524E-06
"NM_152395","NUDT16",588,-4.9002,-5.4126,-5.0759,-6.6812,-7.0404,-6.4289,2,2,6.71947701848E-07,8.3965330158E-06,3.86722998119E-06
"NM_001080513","CPN2",1638,-4.5821,-5.0445,-4.7817,-6.2357,-7.7615,-5.984,2,2,0.000001636,0.000016531,9.02609707471E-06
"NM_015136","STAB1",7713,-3.8431,-4.3631,-4.0315,-5.408,-5.4902,-5.3111,2,2,1.20282542258E-05,9.30036514754E-05,4.3341107031E-05
"NM_014693","ECE2",2652,-4.335,-4.8757,-4.5151,-5.807,-6.0939,-5.7747,2,2,4.0450805061E-06,3.05421777261E-05,1.33137378083E-05
"NM_014932","NLGN1",2472,-4.5089,-5.0758,-4.6732,-5.9369,-6.7426,-5.8053,2,2,2.90293158422E-06,2.1222668969E-05,8.39846661158E-06
"NM_001005479","OR5H6",978,-4.9608,-5.5227,-5.124,-6.4112,-7.7309,-6.208,2,2,0.000001026,7.51622894018E-06,3.00123498278E-06
"NM_001005338","OR5H1",942,-4.9695,-5.5251,-5.1299,-6.5451,-7.5494,-6.2243,2,2,9.09881992437E-07,7.41480953945E-06,2.9846952883E-06
"NM_001005482","OR5H2",945,-4.9852,-5.5794,-5.1306,-6.5697,-7.7201,-6.2229,2,2,8.86939089747E-07,7.40286790492E-06,2.63390435275E-06
"NM_001407","CELSR3",9939,-3.7084,-4.2375,-3.881,-5.311,-5.8455,-5.201,2,2,1.26088352522E-05,0.0001315225,5.78761988349E-05
"NM_005385","NKTR",4389,-4.2503,-4.857,-4.4193,-5.4672,-6.1042,-5.5559,2,2,6.97739504578E-06,3.80802683344E-05,1.38995263121E-05
"NM_033337","CAV3",456,-5.0896,-5.5886,-5.2808,-6.5837,-7.3454,-6.5393,2,2,5.94807816125E-07,5.23841619028E-06,2.57869512957E-06
"NM_183357","ADCY5",3786,-4.1412,-4.6254,-4.3362,-5.8518,-5.9921,-5.6201,2,2,4.8233326887E-06,4.61105178876E-05,2.36919059528E-05
"NM_001204887","RAB43",468,-5.0297,-5.4882,-5.2324,-6.7873,-7.1595,-6.5281,2,2,5.288700985E-07,0.000005856,3.24937623619E-06
"NM_024727","LRRC31",1659,-4.7105,-5.2442,-4.901,-6.0722,-6.4483,-5.9785,2,2,2.25379378692E-06,1.25602996369E-05,0.000005699
"NM_001112736","FAM208A",4539,-4.4307,-5.0076,-4.6073,-5.7021,-6.236,-5.5414,2,2,5.44115152521E-06,2.47001732805E-05,9.8265258283E-06
"NM_022497","MRPS25",522,-5.085,-5.6292,-5.2676,-6.4816,-6.8855,-6.4806,2,2,7.90754128146E-07,5.40007759067E-06,2.34855102406E-06
"NM_020191","MRPS22",1083,-4.7721,-5.3827,-4.9328,-6.1177,-6.5104,-6.1637,2,2,1.75731257351E-06,1.16734707649E-05,4.14285754461E-06
"NM_181426","CCDC39",2826,-4.5569,-5.1553,-4.7128,-5.8671,-99,-5.7471,2,2,3.14819431863E-06,1.93731392458E-05,6.99358729212E-06
"NM_012096","APPL1",2130,-4.5852,-5.2196,-4.751,-5.8713,-6.0698,-5.8699,2,2,3.54573460825E-06,1.77418948089E-05,6.03114819618E-06
"NM_015453","THUMPD3",1524,-4.7221,-5.3181,-4.8911,-6.0353,-6.4446,-6.0153,2,2,2.24657080882E-06,1.28499074582E-05,4.80728643844E-06
"NM_006515","SETMAR",2055,-4.7915,-5.3317,-4.9731,-6.0885,-7.3199,-5.8855,2,2,2.16518413408E-06,0.000010639,4.6590782011E-06
"NM_001010983","GLT8D1",1116,-4.8403,-5.4571,-5.0098,-6.0961,-6.4471,-6.1506,2,2,1.8656524704E-06,9.77687358967E-06,3.49059932205E-06
"NM_016128","COPG1",2625,-4.3777,-4.9333,-4.549,-6.0145,-5.9947,-5.7792,2,2,3.64208899354E-06,2.82487997492E-05,0.00001166
"NM_014170","GTPBP8",855,-4.8293,-5.3557,-5.0113,-6.363,-6.6624,-6.2663,2,2,1.19270799221E-06,9.743163713E-06,4.40859293159E-06
"NM_014805","EPM2AIP1",1824,-4.5303,-5.0714,-4.7043,-5.9112,-99,-5.9373,2,2,2.38218800855E-06,0.000019756,0.000008484
"NM_001130845","BCL6",2121,-4.4556,-5.0425,-4.6127,-5.9129,-6.4954,-5.8718,2,2,2.88505950947E-06,0.000024395,9.06775964584E-06
"NM_001171171","CX3CR1",1068,-4.8087,-5.307,-4.9884,-6.5392,-7.5924,-6.1697,2,2,0.000000991,1.02706989603E-05,4.93173803955E-06
"NM_199511","CCDC80",2853,-4.3591,-4.9147,-4.5253,-5.8364,-6.575,-5.743,2,2,3.53071789325E-06,2.98332110177E-05,1.2170264024E-05
"NM_138815","DPPA2",897,-4.9167,-5.499,-5.0849,-6.3608,-6.5785,-6.2455,2,2,1.2678477043E-06,8.22432000113E-06,3.16956746304E-06
"NM_018189","DPPA4",915,-4.9439,-5.5082,-5.1221,-6.3686,-6.5663,-6.2369,2,2,0.000001279,7.5491838127E-06,3.10313021475E-06
"NM_001080412","ZBTB38",3588,-4.2964,-4.8282,-4.4696,-5.7608,-7.643,-5.6435,2,2,4.02983323746E-06,3.39156386906E-05,1.48525150118E-05
"NM_181727","SPATA12",573,-5.1745,-5.7205,-5.3437,-6.6534,-7.7342,-6.4402,2,2,6.03478858109E-07,4.53210538548E-06,1.90326823758E-06
"NM_031955","SPATA16",1710,-4.6933,-5.3117,-4.8516,-6.0486,-6.4016,-5.9653,2,2,0.000002374,1.40734313832E-05,4.87865379197E-06
"NM_152616","TRIM42",2172,-4.4541,-5.0015,-4.6257,-5.9233,-6.5221,-5.8615,2,2,2.86932684255E-06,2.36755458152E-05,9.96552080135E-06
"NM_002070","GNAI2",1068,-4.6518,-5.1382,-4.8434,-6.4546,-6.5111,-6.1697,2,2,1.33587304566E-06,1.4341679074E-05,7.27444726711E-06
"NM_001038705","GPR149",2196,-4.4579,-4.9613,-4.6408,-6.0502,-6.874,-5.8567,2,2,2.41541325623E-06,2.28665160292E-05,0.000010932
"NM_001038628","B3GALNT1",996,-4.9188,-5.4818,-5.0897,-6.2287,-7.6777,-6.2001,2,2,1.2424248982E-06,8.13392193567E-06,3.29761538016E-06
"NM_015562","UBXN7",1470,-4.6798,-5.2619,-4.8467,-6.1258,-6.3637,-6.031,2,2,2.11243470433E-06,1.42331163647E-05,5.47141932476E-06
"NM_018008","FEZF2",1380,-4.5204,-4.944,-4.739,-6.3934,-6.8762,-6.0584,2,2,1.41136587769E-06,0.000018239,1.13762728582E-05
"NM_001185106","PLCXD2",918,-4.8961,-5.4505,-5.0667,-6.3317,-6.9374,-6.2355,2,2,1.16284604379E-06,8.57630070524E-06,3.54405130281E-06
"NM_006506","RASA2",2550,-4.5143,-5.1113,-4.6965,-5.7937,-5.9508,-5.7918,2,2,4.3431073622E-06,2.0114071982E-05,7.73927003278E-06
"NM_002841","PTPRG",4338,-4.1791,-4.7159,-4.3624,-5.6493,-5.8907,-5.561,2,2,6.27640140463E-06,0.000043411,1.92353458813E-05
"NM_016577","RAB6B",627,-4.8886,-5.382,-5.0934,-6.4202,-6.5019,-6.401,2,2,1.09205322175E-06,8.06491881595E-06,4.14954042634E-06
"NM_006614","CHL1",3675,-4.3318,-4.8916,-4.5082,-5.8348,-5.9117,-5.6331,2,2,5.01586836996E-06,3.10313021475E-05,1.28351219684E-05
"NM_001967","EIF4A2",1224,-4.7792,-5.3765,-4.9457,-6.1976,-6.3524,-6.1105,2,2,0.000001854,1.13318286793E-05,4.20242527677E-06
"NM_007136","ZNF80",822,-4.922,-5.5168,-5.0837,-6.1924,-7.7639,-6.2834,2,2,0.00000118,8.24707606127E-06,3.04228572748E-06
"NM_001200016","NAT6",861,-4.8937,-5.5015,-5.0362,-6.5343,-6.9532,-6.2633,2,2,0.000000949,9.20025786648E-06,3.1513743802E-06
"NM_021038","MBNL1",1149,-4.7556,-5.3243,-4.93,-6.1357,-6.5078,-6.138,2,2,0.00000177,0.000011749,4.73914503624E-06
"NM_147196","TMIE",471,-5.1833,-5.7463,-5.3527,-6.722,-6.9596,-6.5253,2,2,5.97751557808E-07,4.4391518379E-06,1.79349429686E-06
"NM_001607","ACAA1",1275,-4.7438,-5.2682,-4.9373,-6.2191,-6.3259,-6.0928,2,2,1.88358819271E-06,1.15531390392E-05,5.39262225892E-06
"NM_006321","ARIH2",1482,-4.647,-5.2191,-4.832,-5.9751,-6.1488,-6.0275,2,2,2.7075565036E-06,1.47231250243E-05,6.03809581074E-06
"NM_003925","MBD4",1743,-4.6598,-5.2535,-4.8263,-5.9719,-6.5066,-5.957,2,2,2.48237872764E-06,1.49176357981E-05,5.57827602141E-06
"NM_178868","CMTM8",522,-5.0686,-5.5529,-5.2768,-6.7377,-6.6084,-6.4806,2,2,0.00000076,5.28688665851E-06,2.79962588311E-06
"NM_017801","CMTM6",552,-5.1256,-5.6807,-5.3004,-6.6017,-6.8791,-6.4564,2,2,7.31929460544E-07,5.0072583564E-06,2.08593129583E-06
"NM_138410","CMTM7",528,-5.1775,-5.6733,-5.3757,-6.8581,-6.8143,-6.4757,2,2,6.26425356163E-07,4.21017356446E-06,2.12177828314E-06
"NM_004617","TM4SF4",609,-5.0351,-5.5167,-5.2376,-6.4188,-99,-6.4137,2,2,0.000000767,5.78628738818E-06,0.000003043
"NM_022757","CCDC14",2739,-4.5966,-5.1774,-4.7598,-5.8924,-99,-5.7607,2,2,3.01615213716E-06,0.000017386,6.64660699071E-06
"NM_033083","EAF1",807,-5.0267,-5.5897,-5.1998,-6.5108,-6.7183,-6.2914,2,2,0.000001011,6.31247977991E-06,2.57217196267E-06
"NM_018456","EAF2",783,-4.981,-5.589,-5.1377,-6.4488,-6.6681,-6.3046,2,2,1.06643545555E-06,7.28282710693E-06,2.576321157E-06
"NM_144716","CCDC12",540,-5.0225,-5.5601,-5.2143,-6.6447,-6.4079,-6.4659,2,2,9.59610016743E-07,6.10520146834E-06,2.75359459175E-06
"NM_144719","CCDC13",2148,-4.4735,-5.0178,-4.6578,-5.888,-6.152,-5.8663,2,2,3.35939346496E-06,2.19887225775E-05,9.59842553583E-06
"NM_012190","ALDH1L1",2709,-4.346,-4.8472,-4.5403,-5.9986,-5.9912,-5.7655,2,2,3.73962996264E-06,2.88203997267E-05,1.42167393131E-05
"NM_001006941","ALG3",1173,-4.7524,-5.2856,-4.9246,-6.2278,-99,-6.129,2,2,1.33485325901E-06,0.000011896,5.18083785072E-06
"NM_003149","STAC",1209,-4.7501,-5.3018,-4.9306,-6.2302,-6.3508,-6.1159,2,2,1.80020698555E-06,1.17327549472E-05,4.99114285166E-06
"NM_001025930","TTLL3",2748,-4.4134,-4.9599,-4.5893,-5.8602,-6.3141,-5.7593,2,2,3.60552958303E-06,2.57454211193E-05,1.09673069865E-05
"NM_021101","CLDN1",636,-4.9555,-5.4342,-5.1617,-6.4511,-6.8816,-6.3949,2,2,8.88066517246E-07,6.89128164838E-06,3.67959483015E-06
"NM_014415","ZBTB11",3162,-4.3468,-4.938,-4.5165,-5.5917,-6.3592,-5.6984,2,2,5.00030126151E-06,3.04438799002E-05,1.15345325782E-05
"NM_198463","C3ORF67",1692,-4.6325,-5.1996,-4.8158,-5.9671,-6.2143,-5.9699,2,2,0.000002761,1.52826969041E-05,6.31538745374E-06
"NM_025010","KLHL18",1725,-4.4931,-5.0141,-4.6712,-6.1443,-6.4009,-5.9615,2,2,2.20727927168E-06,2.13206283581E-05,9.68054927712E-06
"NM_198504","PAQR9",1134,-4.591,-5.036,-4.7958,-6.3784,-99,-6.1437,2,2,1.13669831686E-06,1.60029482195E-05,9.20449571753E-06
"NM_016173","HEMK1",1017,-4.8096,-5.411,-4.9778,-6.1757,-6.3933,-6.191,2,2,1.71573332473E-06,1.05244643173E-05,3.88150365991E-06
"NM_001083308","PYDC2",294,-5.4696,-5.9986,-5.6492,-6.9909,-7.5308,-6.73,2,2,3.17783951767E-07,2.24284881587E-06,1.00322882058E-06
"NM_022094","CIDEC",717,-5.0788,-5.5997,-5.262,-6.6898,-6.872,-6.3428,2,2,7.92695050374E-07,5.47015962894E-06,2.51362218062E-06
"NM_152773","TCTEX1D2",429,-5.1867,-5.7308,-5.3835,-6.6193,-6.5963,-6.5659,2,2,7.65314535304E-07,4.13523314348E-06,1.85866020269E-06
"NM_144641","PPM1M",1380,-4.8776,-5.445,-5.0362,-6.3729,-7.6165,-6.0584,2,2,1.32210121446E-06,9.20025786648E-06,3.58921934645E-06
"NM_007184","NISCH",4515,-4.0592,-4.5457,-4.2494,-5.8038,-6.0532,-5.5437,2,2,5.31535942147E-06,5.63118765355E-05,2.84642667037E-05
"NM_001161581","POC1A",1110,-4.7187,-5.2416,-4.9011,-6.3549,-6.451,-6.153,2,2,1.49874179538E-06,1.2557407854E-05,5.73323838654E-06
"NM_016306","DNAJB11",1077,-4.7999,-5.3743,-4.981,-6.1083,-6.4125,-6.1661,2,2,1.84828526155E-06,1.04472021922E-05,4.2237674595E-06
"NM_001871","CPB1",1254,-4.7207,-5.2949,-4.8944,-6.1314,-6.3561,-6.1,2,2,1.97370605544E-06,1.27526370646E-05,5.07107460641E-06
"NM_005109","OXSR1",1584,-4.6998,-5.2757,-4.8892,-6.0073,-6.119,-5.9986,2,2,2.7468867072E-06,1.29062478206E-05,5.30029448836E-06
"NM_002268","KPNA4",1566,-4.7511,-5.3519,-4.9275,-6.1193,-6.1593,-6.0035,2,2,2.4447215526E-06,1.18168031254E-05,4.4473365939E-06
"NM_002264","KPNA1",1617,-4.7019,-5.2947,-4.8796,-5.9772,-6.2763,-5.9896,2,2,2.60743505088E-06,1.3194714572E-05,5.07341046037E-06
"NM_212543","B4GALT4",1035,-4.8484,-5.414,-5.0268,-6.173,-6.6575,-6.1834,2,2,0.000001547,9.40156168804E-06,3.85478357666E-06
