"gene","gene_upper","codingLenInTarget"
"BBS10","BBS10",2172
"BBS12","BBS12",2133
"BBS2","BBS2",2166
"BBS4","BBS4",1560
"BBS5","BBS5",1026
"BBS7","BBS7",2153
"BBX","BBX",2852
"BCAM","BCAM",1891
"BCAP29","BCAP29",1047
"BCAP31","BCAP31",942
"BCAR1","BCAR1",2982
"BCAR3","BCAR3",2478
"BCAS1","BCAS1",1755
"BCAS2","BCAS2",678
"BCAS3","BCAS3",2787
"BCAS4","BCAS4",612
"BCAT1","BCAT1",1161
"BCAT2","BCAT2",1179
"BCDIN3D","BCDIN3D",879
"BCKDHA","BCKDHA",1338
"BCKDHB","BCKDHB",1179
"BCKDK","BCKDK",1243
"BCL2","BCL2",753
"BCL2A1","BCL2A1",584
"BCL2L1","BCL2L1",702
"BCL2L10","BCL2L10",615
"BCL2L11","BCL2L11",751
"BCL2L12","BCL2L12",1005
"BCL2L13","BCL2L13",1458
"BCL2L15","BCL2L15",492
"BCL2L2","BCL2L2",582
"BCL2L2-PABPN1","BCL2L2-PABPN1",1002
"BCL3","BCL3",1365
"BCL6","BCL6",2121
"BCL6B","BCL6B",1440
"BCL7A","BCL7A",696
"BCL7B","BCL7B",609
"BCL7C","BCL7C",654
"BCMO1","BCMO1",1644
"BCO2","BCO2",1740
"BCS1L","BCS1L",1260
"BDH1","BDH1",1032
"BDH2","BDH2",738
"BDKRB1","BDKRB1",1062
"BDKRB2","BDKRB2",1176
"BDNF","BDNF",1083
"BDP1","BDP1",7875
"BEAN1","BEAN1",472
"BECN1","BECN1",1353
"BEGAIN","BEGAIN",1782
"BEND2","BEND2",2282
"BEND3","BEND3",2487
"BEND4","BEND4",1605
"BEND5","BEND5",1266
"BEND6","BEND6",840
"BEND7","BEND7",1454
"BEST1","BEST1",2014
"BEST2","BEST2",1530
"BEST4","BEST4",1422
"BET1","BET1",357
"BET1L","BET1L",477
"BEX1","BEX1",378
"BEX2","BEX2",483
"BEX4","BEX4",363
"BEX5","BEX5",336
"BFSP1","BFSP1",2044
"BFSP2","BFSP2",1248
"BGLAP","BGLAP",303
"BGN","BGN",1107
"BHLHA15","BHLHA15",570
"BHLHA9","BHLHA9",708
"BHLHE22","BHLHE22",1146
"BHLHE23","BHLHE23",698
"BHLHE40","BHLHE40",1239
"BHLHE41","BHLHE41",1449
"BHMT","BHMT",1221
"BHMT2","BHMT2",1092
"BICC1","BICC1",2925
"BICD1","BICD1",2928
"BICD2","BICD2",2574
"BID","BID",726
"BIK","BIK",483
"BIN1","BIN1",1827
"BIN2","BIN2",1698
"BIN3","BIN3",762
"BIRC2","BIRC2",1857
"BIRC3","BIRC3",1815
"BIRC7","BIRC7",897
"BIRC8","BIRC8",711
"BIVM","BIVM",1533
"BIVM-ERCC5","BIVM-ERCC5",4923
"BLCAP","BLCAP",264
"BLID","BLID",327
"BLM","BLM",4254
"BLMH","BLMH",1368
"BLNK","BLNK",1371
"BLOC1S1","BLOC1S1",417
"BLOC1S2","BLOC1S2",429
"BLOC1S3","BLOC1S3",609
"BLOC1S4","BLOC1S4",654
"BLOC1S5","BLOC1S5",564
"BLVRA","BLVRA",891
"BLVRB","BLVRB",621
"BLZF1","BLZF1",1203
"BMF","BMF",555
"BMP10","BMP10",1275
"BMP2","BMP2",1191
"BMP2K","BMP2K",3524
"BMP3","BMP3",1419
"BMP4","BMP4",1227
"BMP5","BMP5",1365
"BMP6","BMP6",1542
"BMP7","BMP7",1296
"BMP8A","BMP8A",1209
"BMP8B","BMP8B",1209
"BMPER","BMPER",2058
"BMPR1A","BMPR1A",1599
"BMPR1B","BMPR1B",1526
"BMS1","BMS1",3411
"BMX","BMX",2028
"BNC2","BNC2",3300
"BNIP2","BNIP2",1308
"BNIP3","BNIP3",585
"BNIP3L","BNIP3L",660
"BNIPL","BNIPL",1074
"BOC","BOC",3345
"BOD1L1","BOD1L1",9156
"BOK","BOK",639
"BOLA1","BOLA1",414
"BOLA2","BOLA2",918
"BOLA2B","BOLA2B",918
"BOLA3","BOLA3",395
"BOLL","BOLL",888
"BOP1","BOP1",2241
"BPGM","BPGM",780
"BPHL","BPHL",876
"BPI","BPI",1464
"BPIFA1","BPIFA1",771
"BPIFA2","BPIFA2",750
"BPIFA3","BPIFA3",765
"BPIFB1","BPIFB1",1455
"BPIFB2","BPIFB2",1377
"BPIFB3","BPIFB3",1431
"BPIFB4","BPIFB4",1845
"BPIFB6","BPIFB6",1362
"BPIFC","BPIFC",1524
"BPNT1","BPNT1",927
"BPY2","BPY2",963
"BPY2B","BPY2B",963
"BPY2C","BPY2C",963
"BRAF","BRAF",2301
"BRAP","BRAP",1779
"BRAT1","BRAT1",2466
"BRE","BRE",1371
"BRI3","BRI3",430
"BRI3BP","BRI3BP",756
"BRICD5","BRICD5",687
"BRINP1","BRINP1",2286
"BRINP2","BRINP2",2352
"BRIX1","BRIX1",1062
"BRK1","BRK1",228
"BRMS1","BRMS1",881
"BRMS1L","BRMS1L",972
"BROX","BROX",1236
"BRS3","BRS3",1200
"BSCL2","BSCL2",1389
"BSDC1","BSDC1",1344
"BSG","BSG",1190
"BSND","BSND",963
"BSPH1","BSPH1",399
"BSPRY","BSPRY",1209
"BST1","BST1",957
"BSX","BSX",702
"BTBD1","BTBD1",1449
"BTBD10","BTBD10",1428
"BTBD11","BTBD11",3416
"BTBD16","BTBD16",1521
"BTBD17","BTBD17",1437
"BTBD18","BTBD18",2139
"BTBD19","BTBD19",876
"BTBD3","BTBD3",1569
"BTBD6","BTBD6",1458
"BTBD8","BTBD8",1137
"BTC","BTC",537
"BTD","BTD",1652
"BTG1","BTG1",516
"BTG2","BTG2",477
"BTG3","BTG3",891
"BTG4","BTG4",672
"BTK","BTK",1980
"BTLA","BTLA",870
"BTN2A1","BTN2A1",1607
"BTN2A2","BTN2A2",1572
"BTN3A1","BTN3A1",1702
"BTN3A2","BTN3A2",1005
"BTN3A3","BTN3A3",1755
"BTNL2","BTNL2",311
"BTNL3","BTNL3",1401
"BTNL8","BTNL8",1655
"BTNL9","BTNL9",1608
"BTRC","BTRC",1818
"BUD13","BUD13",1860
"BUD31","BUD31",435
"BVES","BVES",1083
"BYSL","BYSL",1314
"C10orf10","C10ORF10",639
"C10orf105","C10ORF105",402
"C10orf107","C10ORF107",627
"C10orf11","C10ORF11",597
"C10orf111","C10ORF111",468
"C10orf113","C10ORF113",478
"C10orf118","C10ORF118",2697
"C10orf120","C10ORF120",1008
"C10orf128","C10ORF128",318
"C10orf129","C10ORF129",1443
"C10orf131","C10ORF131",519
"C10orf2","C10ORF2",2070
"C10orf25","C10ORF25",369
"C10orf32","C10ORF32",321
"C10orf35","C10ORF35",366
"C10orf53","C10ORF53",539
"C10orf54","C10ORF54",936
"C10orf55","C10ORF55",456
"C10orf62","C10ORF62",672
"C10orf67","C10ORF67",558
"C10orf68","C10ORF68",1887
"C10orf71","C10ORF71",4308
"C10orf76","C10ORF76",2070
"C10orf82","C10ORF82",465
"C10orf88","C10ORF88",1338
"C10orf91","C10ORF91",438
"C10orf95","C10ORF95",774
"C10orf99","C10ORF99",246
"C11orf1","C11ORF1",453
"C11orf16","C11ORF16",1404
"C11orf21","C11ORF21",537
"C11orf31","C11ORF31",369
"C11orf34","C11ORF34",624
"C11orf35","C11ORF35",1905
"C11orf40","C11ORF40",654
"C11orf42","C11ORF42",1002
"C11orf44","C11ORF44",317
"C11orf45","C11ORF45",438
"C11orf48","C11ORF48",792
"C11orf49","C11ORF49",1225
"C11orf52","C11ORF52",372
"C11orf53","C11ORF53",711
"C11orf54","C11ORF54",798
"C11orf58","C11ORF58",552
"C11orf63","C11ORF63",2397
"C11orf65","C11ORF65",942
"C11orf68","C11ORF68",882
"C11orf70","C11ORF70",694
"C11orf71","C11ORF71",473
"C11orf73","C11ORF73",594
"C11orf74","C11ORF74",666
"C11orf83","C11ORF83",282
"C11orf84","C11ORF84",1146
"C11orf86","C11ORF86",348
"C11orf87","C11ORF87",594
"C11orf88","C11ORF88",510
"C11orf91","C11ORF91",582
"C11orf93","C11ORF93",487
"C11orf94","C11ORF94",297
"C11orf95","C11ORF95",2037
"C11orf96","C11ORF96",369
"C12orf10","C12ORF10",1131
"C12orf23","C12ORF23",351
"C12orf29","C12ORF29",978
"C12orf39","C12ORF39",351
"C12orf4","C12ORF4",1659
"C12orf40","C12ORF40",1959
"C12orf42","C12ORF42",1083
"C12orf43","C12ORF43",789
"C12orf44","C12ORF44",657
"C12orf45","C12ORF45",558
"C12orf49","C12ORF49",618
"C12orf5","C12ORF5",813
"C12orf50","C12ORF50",1245
"C12orf52","C12ORF52",810
"C12orf54","C12ORF54",384
"C12orf56","C12ORF56",1869
"C12orf60","C12ORF60",738
"C12orf61","C12ORF61",396
"C12orf65","C12ORF65",501
"C12orf66","C12ORF66",1338
"C12orf68","C12ORF68",585
"C12orf71","C12ORF71",810
"C12orf73","C12ORF73",216
"C12orf74","C12ORF74",588
"C12orf76","C12ORF76",408
"C12orf77","C12ORF77",438
"C13orf35","C13ORF35",366
"C14orf1","C14ORF1",423
"C14orf105","C14ORF105",891
"C14orf119","C14ORF119",423
"C14orf142","C14ORF142",303
"C14orf159","C14ORF159",1866
"C14orf166","C14ORF166",735
"C14orf166B","C14ORF166B",1467
"C14orf177","C14ORF177",378
"C14orf178","C14ORF178",369
"C14orf180","C14ORF180",483
"C14orf182","C14ORF182",324
"C14orf183","C14ORF183",975
"C14orf2","C14ORF2",228
"C14orf28","C14ORF28",933
"C14orf39","C14ORF39",1764
"C14orf79","C14ORF79",978
"C14orf80","C14ORF80",1311
"C14orf93","C14ORF93",1617
"C15orf26","C15ORF26",906
"C15orf27","C15ORF27",1596
"C15orf32","C15ORF32",537
"C15orf38","C15ORF38",681
"C15orf38-AP3S2","C15ORF38-AP3S2",1185
"C15orf39","C15ORF39",3144
"C15orf40","C15ORF40",803
"C15orf43","C15ORF43",663
"C15orf48","C15ORF48",252
"C15orf52","C15ORF52",1605
"C15orf53","C15ORF53",540
"C15orf54","C15ORF54",552
"C15orf56","C15ORF56",486
"C15orf57","C15ORF57",585
"C15orf59","C15ORF59",882
"C15orf60","C15ORF60",801
"C15orf61","C15ORF61",474
"C15orf62","C15ORF62",528
"C16orf11","C16ORF11",1716
"C16orf3","C16ORF3",354
"C16orf45","C16ORF45",670
"C16orf46","C16ORF46",1212
"C16orf47","C16ORF47",402
"C16orf52","C16ORF52",504
"C16orf54","C16ORF54",675
"C16orf58","C16ORF58",1407
"C16orf59","C16ORF59",1302
"C16orf62","C16ORF62",2953
"C16orf70","C16ORF70",1269
"C16orf71","C16ORF71",1563
"C16orf72","C16ORF72",828
"C16orf74","C16ORF74",231
"C16orf78","C16ORF78",798
"C16orf82","C16ORF82",465
"C16orf86","C16ORF86",954
"C16orf89","C16ORF89",1086
"C16orf90","C16ORF90",549
"C16orf91","C16ORF91",309
"C16orf92","C16ORF92",413
"C16orf93","C16ORF93",812
"C16orf96","C16ORF96",3426
"C17orf100","C17ORF100",356
"C17orf102","C17ORF102",504
"C17orf103","C17ORF103",341
"C17orf104","C17ORF104",2859
"C17orf105","C17ORF105",495
"C17orf107","C17ORF107",573
"C17orf47","C17ORF47",1713
"C17orf50","C17ORF50",525
"C17orf51","C17ORF51",666
"C17orf53","C17ORF53",1944
"C17orf58","C17ORF58",419
"C17orf59","C17ORF59",1074
"C17orf62","C17ORF62",564
"C17orf64","C17ORF64",711
"C17orf66","C17ORF66",1713
"C17orf67","C17ORF67",273
"C17orf72","C17ORF72",626
"C17orf74","C17ORF74",1506
"C17orf75","C17ORF75",1191
"C17orf77","C17ORF77",732
"C17orf78","C17ORF78",828
"C17orf80","C17ORF80",1853
"C17orf82","C17ORF82",756
"C17orf85","C17ORF85",1863
"C17orf89","C17ORF89",225
"C17orf96","C17ORF96",1140
"C17orf97","C17ORF97",1272
"C17orf98","C17ORF98",465
"C17orf99","C17ORF99",798
"C18orf21","C18ORF21",663
"C18orf25","C18ORF25",1212
"C18orf32","C18ORF32",231
"C18orf42","C18ORF42",210
"C18orf54","C18ORF54",1119
"C18orf56","C18ORF56",372
"C18orf8","C18ORF8",1974
"C19orf10","C19ORF10",522
"C19orf12","C19ORF12",459
"C19orf18","C19ORF18",648
"C19orf24","C19ORF24",399
"C19orf25","C19ORF25",357
"C19orf26","C19ORF26",1362
"C19orf33","C19ORF33",321
"C19orf35","C19ORF35",1422
"C19orf38","C19ORF38",693
"C19orf40","C19ORF40",648
"C19orf44","C19ORF44",1974
"C19orf45","C19ORF45",1518
"C19orf47","C19ORF47",1130
"C19orf52","C19ORF52",783
"C19orf53","C19ORF53",300
"C19orf54","C19ORF54",1056
"C19orf55","C19ORF55",1301
"C19orf57","C19ORF57",1914
"C19orf59","C19ORF59",564
"C19orf60","C19ORF60",606
"C19orf66","C19ORF66",876
"C19orf69","C19ORF69",393
"C19orf71","C19ORF71",630
"C19orf73","C19ORF73",390
"C19orf77","C19ORF77",393
"C19orf80","C19ORF80",597
"C1D","C1D",426
"C1GALT1","C1GALT1",1092
"C1GALT1C1","C1GALT1C1",957
"C1QA","C1QA",738
"C1QB","C1QB",762
"C1QBP","C1QBP",849
"C1QC","C1QC",738
"C1QL1","C1QL1",777
"C1QL2","C1QL2",864
"C1QL3","C1QL3",768
"C1QL4","C1QL4",717
"C1QTNF1","C1QTNF1",846
"C1QTNF2","C1QTNF2",993
"C1QTNF3","C1QTNF3",960
"C1QTNF4","C1QTNF4",990
"C1QTNF5","C1QTNF5",732
"C1QTNF6","C1QTNF6",837
"C1QTNF7","C1QTNF7",891
"C1QTNF8","C1QTNF8",759
"C1QTNF9","C1QTNF9",1002
"C1QTNF9B","C1QTNF9B",1002
"C1QTNF9B-AS1","C1QTNF9B-AS1",356
"C1R","C1R",1886
"C1RL","C1RL",1464
"C1S","C1S",2067
"C1orf100","C1ORF100",444
"C1orf101","C1ORF101",2856
"C1orf105","C1ORF105",552
"C1orf106","C1ORF106",2012
"C1orf109","C1ORF109",612
"C1orf110","C1ORF110",909
"C1orf111","C1ORF111",786
"C1orf112","C1ORF112",2562
"C1orf115","C1ORF115",429
"C1orf116","C1ORF116",1806
"C1orf122","C1ORF122",333
"C1orf123","C1ORF123",483
"C1orf127","C1ORF127",2472
"C1orf131","C1ORF131",882
"C1orf141","C1ORF141",1203
"C1orf146","C1ORF146",543
"C1orf158","C1ORF158",585
"C1orf159","C1ORF159",597
"C1orf162","C1ORF162",468
"C1orf168","C1ORF168",2187
"C1orf172","C1ORF172",1197
"C1orf174","C1ORF174",732
"C1orf177","C1ORF177",1318
"C1orf185","C1ORF185",600
"C1orf186","C1ORF186",519
"C1orf189","C1ORF189",306
"C1orf192","C1ORF192",534
"C1orf194","C1ORF194",474
"C1orf198","C1ORF198",984
"C1orf204","C1ORF204",708
"C1orf21","C1ORF21",366
"C1orf210","C1ORF210",342
"C1orf216","C1ORF216",690
"C1orf226","C1ORF226",948
"C1orf227","C1ORF227",297
"C1orf228","C1ORF228",1323
"C1orf229","C1ORF229",714
"C1orf27","C1ORF27",1365
"C1orf35","C1ORF35",792
"C1orf43","C1ORF43",762
"C1orf50","C1ORF50",600
"C1orf51","C1ORF51",1158
"C1orf52","C1ORF52",549
"C1orf53","C1ORF53",438
"C1orf54","C1ORF54",396
"C1orf56","C1ORF56",1026
"C1orf61","C1ORF61",471
"C1orf63","C1ORF63",873
"C1orf64","C1ORF64",510
"C1orf65","C1ORF65",1872
"C1orf68","C1ORF68",753
"C1orf74","C1ORF74",810
"C1orf85","C1ORF85",1241
"C1orf86","C1ORF86",964
"C1orf87","C1ORF87",1641
"C1orf94","C1ORF94",1797
"C1orf95","C1ORF95",426
"C2","C2",702
"C20orf141","C20ORF141",498
"C20orf144","C20ORF144",462
"C20orf166","C20ORF166",354
"C20orf173","C20ORF173",609
"C20orf194","C20ORF194",3534
"C20orf195","C20ORF195",957
"C20orf196","C20ORF196",618
"C20orf197","C20ORF197",381
"C20orf201","C20ORF201",723
"C20orf202","C20ORF202",369
"C20orf24","C20ORF24",582
"C20orf26","C20ORF26",3742
"C20orf27","C20ORF27",600
"C20orf85","C20ORF85",414
"C21orf33","C21ORF33",807
"C21orf58","C21ORF58",969
"C21orf59","C21ORF59",873
"C21orf62","C21ORF62",660
"C21orf91","C21ORF91",894
"C22orf15","C22ORF15",447
"C22orf23","C22ORF23",654
"C22orf24","C22ORF24",483
"C22orf26","C22ORF26",417
"C22orf29","C22ORF29",1095
"C22orf31","C22ORF31",873
"C22orf39","C22ORF39",480
"C22orf42","C22ORF42",756
"C22orf43","C22ORF43",690
"C22orf46","C22ORF46",732
"C2CD2","C2CD2",2091
"C2CD4A","C2CD4A",1110
"C2CD4B","C2CD4B",1095
"C2CD4C","C2CD4C",1266
"C2CD4D","C2CD4D",1062
"C2CD5","C2CD5",3003
"C2orf15","C2ORF15",378
"C2orf16","C2ORF16",5955
"C2orf27A","C2ORF27A",612
"C2orf27B","C2ORF27B",630
"C2orf40","C2ORF40",447
"C2orf43","C2ORF43",978
"C2orf47","C2ORF47",876
"C2orf48","C2ORF48",480
"C2orf49","C2ORF49",699
"C2orf50","C2ORF50",489
"C2orf53","C2ORF53",1239
"C2orf54","C2ORF54",1354
"C2orf57","C2ORF57",1188
"C2orf61","C2ORF61",762
"C2orf62","C2ORF62",1164
"C2orf66","C2ORF66",354
"C2orf68","C2ORF68",501
"C2orf69","C2ORF69",1158
"C2orf70","C2ORF70",606
"C2orf71","C2ORF71",3867
"C2orf72","C2ORF72",888
"C2orf74","C2ORF74",585
"C2orf76","C2ORF76",381
"C2orf78","C2ORF78",2672
"C2orf80","C2ORF80",582
"C2orf81","C2ORF81",1767
"C2orf82","C2ORF82",366
"C2orf83","C2ORF83",548
"C2orf88","C2ORF88",288
"C3","C3",4992
"C3AR1","C3AR1",1449
"C3orf17","C3ORF17",1704
"C3orf18","C3ORF18",489
"C3orf20","C3ORF20",2715
"C3orf22","C3ORF22",426
"C3orf27","C3ORF27",450
"C3orf30","C3ORF30",1611
"C3orf33","C3ORF33",756
"C3orf35","C3ORF35",647
"C3orf36","C3ORF36",498
"C3orf37","C3ORF37",1065
"C3orf38","C3ORF38",990
"C3orf43","C3ORF43",645
"C3orf52","C3ORF52",1006
"C3orf55","C3ORF55",546
"C3orf56","C3ORF56",729
"C3orf58","C3ORF58",1323
"C3orf62","C3ORF62",804
"C3orf67","C3ORF67",1692
"C3orf70","C3ORF70",753
"C3orf72","C3ORF72",528
"C3orf79","C3ORF79",303
"C3orf80","C3ORF80",744
"C3orf84","C3ORF84",475
"C4A","C4A",4377
"C4B","C4B",4377
"C4BPA","C4BPA",1794
"C4BPB","C4BPB",759
"C4B_2","C4B_2",4377
"C4orf17","C4ORF17",1080
"C4orf22","C4ORF22",702
"C4orf26","C4ORF26",413
"C4orf29","C4ORF29",1245
"C4orf3","C4ORF3",600
"C4orf32","C4ORF32",399
"C4orf33","C4ORF33",600
"C4orf36","C4ORF36",354
"C4orf40","C4ORF40",660
"C4orf45","C4ORF45",561
"C4orf46","C4ORF46",342
"C4orf47","C4ORF47",930
"C4orf48","C4ORF48",387
"C4orf51","C4ORF51",609
"C4orf6","C4ORF6",282
"C5","C5",5031
"C5AR1","C5AR1",1052
"C5AR2","C5AR2",1014
"C5orf15","C5ORF15",798
"C5orf20","C5ORF20",735
"C5orf22","C5ORF22",1329
"C5orf28","C5ORF28",648
"C5orf30","C5ORF30",621
"C5orf38","C5ORF38",417
"C5orf42","C5ORF42",9594
"C5orf45","C5ORF45",1032
"C5orf46","C5ORF46",264
"C5orf47","C5ORF47",531
"C5orf48","C5ORF48",405
"C5orf49","C5ORF49",444
"C5orf52","C5ORF52",480
"C5orf55","C5ORF55",360
"C5orf58","C5ORF58",309
"C5orf60","C5ORF60",834
"C5orf63","C5ORF63",594
"C5orf64","C5ORF64",356
"C6","C6",2805
"C6orf1","C6ORF1",480
"C6orf10","C6ORF10",34
"C6orf106","C6ORF106",897
"C6orf118","C6ORF118",1410
"C6orf120","C6ORF120",576
"C6orf132","C6ORF132",3567
"C6orf136","C6ORF136",1307
"C6orf141","C6ORF141",735
"C6orf15","C6ORF15",978
"C6orf163","C6ORF163",990
"C6orf165","C6ORF165",1869
"C6orf195","C6ORF195",384
"C6orf201","C6ORF201",423
"C6orf203","C6ORF203",738
"C6orf211","C6ORF211",1326
"C6orf222","C6ORF222",1959
"C6orf223","C6ORF223",748
"C6orf226","C6ORF226",306
"C6orf25","C6ORF25",517
"C6orf48","C6ORF48",228
"C6orf52","C6ORF52",459
"C6orf57","C6ORF57",327
"C6orf58","C6ORF58",993
"C6orf62","C6ORF62",690
"C6orf70","C6ORF70",2037
"C6orf89","C6ORF89",1065
"C7","C7",2532
"C7orf10","C7ORF10",1376
"C7orf25","C7ORF25",1440
"C7orf26","C7ORF26",1350
"C7orf31","C7ORF31",1773
"C7orf33","C7ORF33",534
"C7orf34","C7ORF34",444
"C7orf41","C7ORF41",396
"C7orf43","C7ORF43",1743
"C7orf49","C7ORF49",507
"C7orf50","C7ORF50",585
"C7orf55","C7ORF55",342
"C7orf55-LUC7L2","C7ORF55-LUC7L2",1377
"C7orf57","C7ORF57",888
"C7orf61","C7ORF61",621
"C7orf62","C7ORF62",762
"C7orf63","C7ORF63",2826
"C7orf65","C7ORF65",456
"C7orf66","C7ORF66",348
"C7orf69","C7ORF69",261
"C7orf71","C7ORF71",510
"C7orf72","C7ORF72",1317
"C7orf73","C7ORF73",144
"C7orf76","C7ORF76",387
"C8A","C8A",1755
"C8B","C8B",1776
"C8G","C8G",609
"C8orf22","C8ORF22",249
"C8orf31","C8ORF31",399
"C8orf33","C8ORF33",690
"C8orf34","C8ORF34",1307
"C8orf37","C8ORF37",624
"C8orf4","C8ORF4",321
"C8orf44","C8ORF44",480
"C8orf44-SGK3","C8ORF44-SGK3",1491
"C8orf46","C8ORF46",624
"C8orf47","C8ORF47",1125
"C8orf48","C8ORF48",960
"C8orf58","C8ORF58",1098
"C8orf59","C8ORF59",297
"C8orf74","C8ORF74",885
"C8orf76","C8ORF76",1143
"C8orf82","C8ORF82",651
"C8orf86","C8ORF86",672
"C9","C9",1680
"C9orf106","C9ORF106",699
"C9orf114","C9ORF114",1131
"C9orf116","C9ORF116",411
"C9orf117","C9ORF117",1563
"C9orf123","C9ORF123",339
"C9orf129","C9ORF129",591
"C9orf131","C9ORF131",3240
"C9orf135","C9ORF135",690
"C9orf139","C9ORF139",573
"C9orf142","C9ORF142",615
"C9orf152","C9ORF152",720
"C9orf153","C9ORF153",242
"C9orf16","C9ORF16",252
"C9orf163","C9ORF163",612
"C9orf169","C9ORF169",435
"C9orf170","C9ORF170",366
"C9orf171","C9ORF171",963
"C9orf172","C9ORF172",2931
"C9orf173","C9ORF173",963
"C9orf24","C9ORF24",900
"C9orf3","C9ORF3",2163
"C9orf37","C9ORF37",531
"C9orf40","C9ORF40",585
"C9orf41","C9ORF41",1230
"C9orf43","C9ORF43",1406
"C9orf47","C9ORF47",609
"C9orf50","C9ORF50",1296
"C9orf66","C9ORF66",888
"C9orf69","C9ORF69",353
"C9orf72","C9ORF72",1450
"C9orf78","C9ORF78",870
"C9orf84","C9ORF84",4468
"C9orf85","C9ORF85",474
"C9orf89","C9ORF89",552
"C9orf9","C9ORF9",507
"C9orf91","C9ORF91",1029
"C9orf96","C9ORF96",2043
"CA1","CA1",786
"CA10","CA10",987
"CA11","CA11",987
"CA12","CA12",1065
"CA13","CA13",789
"CA14","CA14",1014
"CA2","CA2",783
"CA4","CA4",939
"CA5A","CA5A",918
"CA5B","CA5B",954
"CA6","CA6",927
"CA7","CA7",795
"CA8","CA8",873
"CA9","CA9",1380
"CAAP1","CAAP1",1086
"CAB39","CAB39",1026
"CAB39L","CAB39L",1014
"CABLES1","CABLES1",1952
"CABLES2","CABLES2",1437
"CABP1","CABP1",1338
"CABP2","CABP2",663
"CABP4","CABP4",828
"CABP5","CABP5",522
"CABS1","CABS1",1188
"CABYR","CABYR",2081
"CACFD1","CACFD1",544
"CACHD1","CACHD1",3672
"CACNA1F","CACNA1F",5974
"CACNA2D2","CACNA2D2",3438
"CACNA2D4","CACNA2D4",3414
"CACNB2","CACNB2",2269
"CACNB4","CACNB4",1617
"CACNG1","CACNG1",669
"CACNG2","CACNG2",972
"CACNG3","CACNG3",948
"CACNG5","CACNG5",828
"CACNG6","CACNG6",783
"CACNG7","CACNG7",828
"CACNG8","CACNG8",1278
"CACTIN","CACTIN",2277
"CACUL1","CACUL1",1110
"CACYBP","CACYBP",687
"CADM1","CADM1",1329
"CADM2","CADM2",1375
"CADM3","CADM3",1299
"CADM4","CADM4",1167
"CADPS2","CADPS2",3927
"CAGE1","CAGE1",2520
"CALB1","CALB1",786
"CALB2","CALB2",816
"CALCA","CALCA",586
"CALCB","CALCB",384
"CALCOCO1","CALCOCO1",2076
"CALCOCO2","CALCOCO2",1341
"CALCR","CALCR",1527
"CALCRL","CALCRL",1386
"CALD1","CALD1",2435
"CALHM1","CALHM1",1041
"CALHM2","CALHM2",972
"CALM2","CALM2",450
"CALML3","CALML3",450
"CALML4","CALML4",591
"CALML5","CALML5",441
"CALML6","CALML6",546
"CALN1","CALN1",786
"CALR","CALR",1254
"CALR3","CALR3",1155
"CALU","CALU",1153
"CALY","CALY",654
"CAMK1","CAMK1",1113
"CAMK1D","CAMK1D",1193
"CAMK1G","CAMK1G",1431
"CAMK2D","CAMK2D",1583
"CAMK2G","CAMK2G",1767
"CAMK2N2","CAMK2N2",240
"CAMK4","CAMK4",1422
"CAMKK1","CAMKK1",1636
"CAMKMT","CAMKMT",972
"CAMKV","CAMKV",1506
"CAMLG","CAMLG",891
"CAMP","CAMP",522
"CAMSAP3","CAMSAP3",3831
"CAND2","CAND2",3711
"CANT1","CANT1",1206
"CANX","CANX",1779
"CAP1","CAP1",1428
"CAPG","CAPG",1047
"CAPN1","CAPN1",2145
"CAPN11","CAPN11",2220
"CAPN13","CAPN13",2010
"CAPN14","CAPN14",2055
"CAPN15","CAPN15",3261
"CAPN2","CAPN2",2103
"CAPN3","CAPN3",2466
"CAPN5","CAPN5",1923
"CAPN6","CAPN6",1926
"CAPN9","CAPN9",2073
"CAPNS1","CAPNS1",807
"CAPNS2","CAPNS2",747
"CAPS","CAPS",570
"CAPS2","CAPS2",1674
"CAPSL","CAPSL",627
"CAPZA1","CAPZA1",861
"CAPZA2","CAPZA2",861
"CAPZA3","CAPZA3",900
"CAPZB","CAPZB",819
"CARD10","CARD10",3099
"CARD11","CARD11",3465
"CARD14","CARD14",3184
"CARD16","CARD16",614
"CARD17","CARD17",333
"CARD18","CARD18",273
"CARD6","CARD6",3114
"CARD8","CARD8",1331
"CARD9","CARD9",1656
"CARF","CARF",2178
"CARNS1","CARNS1",2853
"CARTPT","CARTPT",351
"CASC1","CASC1",2346
"CASC10","CASC10",411
"CASC3","CASC3",2112
"CASC4","CASC4",1311
"CASD1","CASD1",2394
"CASKIN2","CASKIN2",3609
"CASP10","CASP10",1720
"CASP14","CASP14",729
"CASP4","CASP4",1134
"CASP5","CASP5",1344
"CASP6","CASP6",882
"CASP7","CASP7",1031
"CASP8","CASP8",1713
"CASP9","CASP9",1251
"CASQ1","CASQ1",1191
"CASQ2","CASQ2",1200
"CASS4","CASS4",2361
"CAST","CAST",2376
"CASZ1","CASZ1",5284
"CATSPER1","CATSPER1",2343
"CATSPER2","CATSPER2",1632
"CATSPER3","CATSPER3",1197
"CATSPER4","CATSPER4",1419
"CATSPERB","CATSPERB",3351
"CATSPERD","CATSPERD",2397
"CAV1","CAV1",537
"CAV2","CAV2",527
"CAV3","CAV3",456
"CBFA2T2","CBFA2T2",1849
"CBFA2T3","CBFA2T3",1962
"CBFB","CBFB",595
"CBLC","CBLC",1425
